,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
100,2021-11-10,169.04504430621694,158.62413965804404,181.05187757140354,169.04504430621694,169.04504430621694,0.9028127818878595,0.9028127818878595,0.9028127818878595,0.9028127818878595,0.9028127818878595,0.9028127818878595,0.0,0.0,0.0,169.9478570881048
101,2021-11-11,169.00793962173591,158.5075138627448,180.23757007923854,169.00793962173591,169.00793962173591,0.5488971763031143,0.5488971763031143,0.5488971763031143,0.5488971763031143,0.5488971763031143,0.5488971763031143,0.0,0.0,0.0,169.55683679803903
102,2021-11-12,168.9708349372549,157.34392370203702,180.01393827104005,168.9708349372549,168.9708349372549,-0.13281107589952573,-0.13281107589952573,-0.13281107589952573,-0.13281107589952573,-0.13281107589952573,-0.13281107589952573,0.0,0.0,0.0,168.83802386135537
103,2021-11-15,168.85952088381183,157.94383450177517,180.27796161551817,168.85952088381183,168.85952088381183,0.38600510031588614,0.38600510031588614,0.38600510031588614,0.38600510031588614,0.38600510031588614,0.38600510031588614,0.0,0.0,0.0,169.2455259841277
104,2021-11-16,168.8224161993308,158.40532486386323,180.97900697141895,168.8224161993308,168.8224161993308,0.9121953137274652,0.9121953137274652,0.9121953137274652,0.9121953137274652,0.9121953137274652,0.9121953137274652,0.0,0.0,0.0,169.73461151305827
105,2021-11-17,168.77077898685837,158.5273800690523,180.27800850489737,168.77077898685837,168.77077898685837,0.9028127818875444,0.9028127818875444,0.9028127818875444,0.9028127818875444,0.9028127818875444,0.9028127818875444,0.0,0.0,0.0,169.67359176874592
106,2021-11-18,168.71914177438592,158.68567976412737,180.24575947087007,168.71914177438592,168.71914177438592,0.5488971763038287,0.5488971763038287,0.5488971763038287,0.5488971763038287,0.5488971763038287,0.5488971763038287,0.0,0.0,0.0,169.26803895068974
107,2021-11-19,168.66750456191346,157.01643579883535,179.82939336389123,168.66750456191346,168.66750456191346,-0.13281107589975763,-0.13281107589975763,-0.13281107589975763,-0.13281107589975763,-0.13281107589975763,-0.13281107589975763,0.0,0.0,0.0,168.5346934860137
108,2021-11-22,168.51259292449615,157.5739766066942,179.73546372256115,168.51259292449615,168.51259292449615,0.38600510031676877,0.38600510031676877,0.38600510031676877,0.38600510031676877,0.38600510031676877,0.38600510031676877,0.0,0.0,0.0,168.8985980248129
109,2021-11-23,168.4609557120237,157.94595721333056,179.54677970684588,168.4609557120237,168.4609557120237,0.9121953137275571,0.9121953137275571,0.9121953137275571,0.9121953137275571,0.9121953137275571,0.9121953137275571,0.0,0.0,0.0,169.37315102575124
